direction,eps,frac_reachable
truth_sub_0,52.4876,1
truth_sub_0,53.6805,1
truth_sub_0,54.8734,1
truth_sub_0,56.0663,1
truth_sub_0,57.2592,1
truth_sub_0,58.4521,1
truth_sub_0,59.645,1
truth_sub_0,60.8379,1
truth_sub_0,62.0308,1
truth_sub_0,63.2237,1
truth_sub_0,64.4166,1
truth_sub_0,65.6095,1
truth_sub_0,66.8024,1
truth_sub_0,67.9953,1
truth_sub_0,69.1882,1
truth_sub_0,70.3811,1
truth_sub_0,71.574,1
dct_u_0,0,0.0254011
dct_u_0,1.1929,0.167112
dct_u_0,2.3858,0.766043
dct_u_0,3.5787,0.993316
dct_u_0,4.7716,1
dct_u_0,5.9645,1
dct_u_0,7.1574,1
dct_u_0,8.35031,1
dct_u_0,9.54321,1
dct_u_0,10.7361,1
dct_u_0,11.929,1
dct_u_0,13.1219,1
dct_u_0,14.3148,1
dct_u_0,15.5077,1
dct_u_0,16.7006,1
dct_u_0,17.8935,1
dct_u_0,19.0864,1
dct_u_0,20.2793,1
dct_u_0,21.4722,1
dct_u_0,22.6651,1
dct_u_0,23.858,1
dct_u_0,25.0509,1
dct_u_0,26.2438,1
dct_u_0,27.4367,1
dct_u_0,28.6296,1
dct_u_0,29.8225,1
dct_u_0,31.0154,1
dct_u_0,32.2083,1
dct_u_0,33.4012,1
dct_u_0,34.5941,1
dct_u_0,35.787,1
dct_u_0,36.9799,1
dct_u_0,38.1728,1
dct_u_0,39.3657,1
dct_u_0,40.5586,1
dct_u_0,41.7515,1
dct_u_0,42.9444,1
dct_u_0,44.1373,1
dct_u_0,45.3302,1
dct_u_0,46.5231,1
dct_u_0,47.716,1
dct_u_0,48.9089,1
dct_u_0,50.1018,1
dct_u_0,51.2947,1
dct_u_0,52.4876,1
dct_u_0,53.6805,1
dct_u_0,54.8734,1
dct_u_0,56.0663,1
dct_u_0,57.2592,1
dct_u_0,58.4521,1
dct_u_0,59.645,1
dct_u_0,60.8379,1
dct_u_0,62.0308,1
dct_u_0,63.2237,1
dct_u_0,64.4166,1
dct_u_0,65.6095,1
dct_u_0,66.8024,1
dct_u_0,67.9953,1
dct_u_0,69.1882,1
dct_u_0,70.3811,1
dct_u_0,71.574,1
dct_u_1,0,0.0280749
dct_u_1,1.1929,0.175134
dct_u_1,2.3858,0.582888
dct_u_1,3.5787,0.889037
dct_u_1,4.7716,1
dct_u_1,5.9645,1
dct_u_1,7.1574,1
