stmt,direction,frac,eps,gain,dM,slope,cos_first
171,random0,0.01,0.06511062138959516,0.4025326558550542,0.0003650519196654502,0.005606641618133696,-0.018836843037210012
171,random0,0.1,0.6511062138959516,0.4023341256087947,0.0036494279185497304,0.005604965581134691,-0.018836843037210012
171,random0,1.0,6.511062138959516,0.40117806252336535,0.03505121332301092,0.00538333263835387,-0.018836843037210012
171,random0,4.0,26.044248555838063,0.3967412866619426,0.12156233348549159,0.004667530845624734,-0.018836843037210012
171,random1,0.01,0.06511062138959516,0.36749391632092654,-0.0005596986929990142,-0.008596119666098832,-0.03292832111463371
171,random1,0.1,0.6511062138959516,0.3678882302131382,-0.005583609614661084,-0.008575574146729551,-0.03292832111463371
171,random1,1.0,6.511062138959516,0.37322675895578955,-0.05774245403964322,-0.008868361690811725,-0.03292832111463371
171,random1,4.0,26.044248555838063,0.3902290393714529,-0.25546013079836105,-0.009808696543909203,-0.03292832111463371
171,random2,0.01,0.06511062138959516,0.347323272411017,0.00031751516998487544,0.0048765495276875855,0.001196914480027564
171,random2,0.1,0.6511062138959516,0.34801411133764004,0.003203105780333524,0.004919482738718553,0.001196914480027564
171,random2,1.0,6.511062138959516,0.34990097713189094,0.031035913206921555,0.004766643681868036,0.001196914480027564
171,random2,4.0,26.044248555838063,0.35724631189800965,0.10972257492539025,0.004212929188190953,0.001196914480027564
171,random3,0.01,0.06511062138959516,0.38885147047508967,-7.351445763954303e-05,-0.0011290701282001714,0.01872252736263025
171,random3,0.1,0.6511062138959516,0.38936577747573464,-0.0006951915241213366,-0.0010677083235953112,0.01872252736263025
171,random3,1.0,6.511062138959516,0.39149492732849356,-0.007440540875353433,-0.0011427537806515927,0.01872252736263025
171,random3,4.0,26.044248555838063,0.4005737262088339,-0.03971338919690612,-0.0015248429653004518,0.01872252736263025
171,random4,0.01,0.06511062138959516,0.3640658828659696,-0.0001240739457548369,-0.0019055868782518522,-0.019897432737398267
171,random4,0.1,0.6511062138959516,0.36343134441729935,-0.0012067276723508153,-0.0018533499551943355,-0.019897432737398267
171,random4,1.0,6.511062138959516,0.360705965949596,-0.012679665292830822,-0.001947403514545027,-0.019897432737398267
171,random4,4.0,26.044248555838063,0.35160786788863546,-0.05947704652873096,-0.0022836921710839156,-0.019897432737398267
171,random5,0.01,0.06511062138959516,0.2998109879970496,0.0001549070647160338,0.0023791366356209947,0.020173401902866893
171,random5,0.1,0.6511062138959516,0.29976659177784953,0.0015644636257216966,0.0024027779067881875,0.020173401902866893
171,random5,1.0,6.511062138959516,0.3027552034069766,0.015304269114370805,0.0023505026964489185,0.020173401902866893
171,random5,4.0,26.044248555838063,0.3155476778601288,0.05454791889628979,0.002094432434068533,0.020173401902866893
171,random6,0.01,0.06511062138959516,0.36244204329593116,-0.00014953379626287379,-0.0022966114141059276,0.006974038469949774
171,random6,0.1,0.6511062138959516,0.36220829333231064,-0.0015084514788308032,-0.002316751778185084,0.006974038469949774
171,random6,1.0,6.511062138959516,0.36141535348942583,-0.017147474986934228,-0.002633591051808705,0.006974038469949774
171,random6,4.0,26.044248555838063,0.36011368597678645,-0.09239093805408131,-0.003547460309941291,0.006974038469949774
171,random7,0.01,0.06511062138959516,0.30654578310028424,0.00026978986630415264,0.004143561534912118,-0.024023525539284697
171,random7,0.1,0.6511062138959516,0.3067941820351113,0.0027468669970310104,0.004218769439466549,-0.024023525539284697
171,random7,1.0,6.511062138959516,0.3094571066086358,0.028986454057235912,0.004451877963779965,-0.024023525539284697
171,random7,4.0,26.044248555838063,0.31937300935544866,0.13248758684077838,0.005087018984507427,-0.024023525539284697
171,a_unit,0.01,0.06511062138959516,0.4259280985909261,0.0015468035624377817,0.023756547386982317,1.0000001550370041
171,a_unit,0.1,0.6511062138959516,0.4263037790009602,0.015459946301885335,0.023744123419402467,1.0000001550370041
171,a_unit,1.0,6.511062138959516,0.431143912474763,0.15068982230294745,0.02314366213789937,1.0000001550370041
171,a_unit,4.0,26.044248555838063,0.46031460196624413,0.578808094189492,0.02222402742580748,1.0000001550370041
171,oracle,0.01,0.06511062138959516,0.39516178545210806,0.0016220004662415354,0.02491145732638846,0.8289896064560314
171,oracle,0.1,0.6511062138959516,0.39500227001047483,0.01623811429911727,0.024939270970791506,0.8289896064560314
171,oracle,1.0,6.511062138959516,0.39431025283531396,0.15967313567733726,0.02452336228246371,0.8289896064560314
171,oracle,4.0,26.044248555838063,0.40020145983012373,0.6171502053337479,0.023696218534030533,0.8289896064560314
171,md_full,0.01,0.06511062138959516,0.349005581804308,0.0003530370657811423,0.005422111757599637,-0.0007226284785223844
171,md_full,0.1,0.6511062138959516,0.34876596213787675,0.0035545325281321214,0.005459220711261934,-0.0007226284785223844
171,md_full,1.0,6.511062138959516,0.34690124613529777,0.035177884223715525,0.0054027873598726,-0.0007226284785223844
171,md_full,4.0,26.044248555838063,0.3416170811844109,0.13250138015768118,0.005087548595368467,-0.0007226284785223844
171,mean_diff_tgt_asis,0.01,0.06511062138959516,0.47156238631306296,-0.00028172948923214025,-0.004326935962511968,-0.017352128633114576
171,mean_diff_tgt_asis,0.1,0.6511062138959516,0.47180072583621213,-0.0027887038679436462,-0.004283024502649406,-0.017352128633114576
171,mean_diff_tgt_asis,1.0,6.511062138959516,0.4732594185665386,-0.027631413804588667,-0.0042437644142963495,-0.017352128633114576
171,mean_diff_tgt_asis,4.0,26.044248555838063,0.48124071010485026,-0.10131039438183453,-0.0038899334785808155,-0.017352128633114576
171,probe_grad_tgt_asis,0.01,0.06511062138959516,0.5080394576594947,0.0003088134531307666,0.004742904406993047,0.012379494106079667
171,probe_grad_tgt_asis,0.1,0.6511062138959516,0.5082759211619756,0.0031080192751454933,0.004773444345659651,0.012379494106079667
171,probe_grad_tgt_asis,1.0,6.511062138959516,0.5111589492583762,0.03037390481112188,0.0046649692727361546,0.012379494106079667
171,probe_grad_tgt_asis,4.0,26.044248555838063,0.52170952689873,0.11750400128797085,0.00451170633838968,0.012379494106079667
171,jtw,0.01,0.06511062138959516,3.286139471830666,0.019823380673813645,0.3044569419050495,0.06222775667390464
171,jtw,0.1,0.6511062138959516,3.2888108770359152,0.1956107794090247,0.30042837133832634,0.06222775667390464
171,jtw,1.0,6.511062138959516,3.2334020934224217,1.6934896494062084,0.2600942232255876,0.06222775667390464
171,jtw,4.0,26.044248555838063,2.8806495373225305,4.257768233611073,0.16348209181319054,0.06222775667390464
1246,random0,0.01,0.0013643720938547625,0.41321584672837053,3.3510217526263477e-06,0.0024560908037621182,0.008091812239293575
1246,random0,0.1,0.013643720938547625,0.4034120934113004,1.245918421813197e-05,0.0009131808158675408,0.008091812239293575
1246,random0,1.0,0.13643720938547624,0.40338598220420696,0.00013805174166246542,0.0010118335187612028,0.008091812239293575
1246,random0,4.0,0.545748837541905,0.40355898939459456,0.0005697207007440987,0.001043924716926865,0.008091812239293575
1246,random1,0.01,0.0013643720938547625,0.3792714671157823,5.112170179415008e-06,0.0037469032109646765,0.01240131797456756
1246,random1,0.1,0.013643720938547625,0.3804587319655068,5.992010165014482e-05,0.004391771271197175,0.01240131797456756
1246,random1,1.0,0.13643720938547624,0.38207336223294514,0.0005923352318868221,0.004341449334494203,0.01240131797456756
1246,random1,4.0,0.545748837541905,0.3825824589407656,0.002380909605651583,0.004362647140716569,0.01240131797456756
1246,random2,0.01,0.0013643720938547625,0.43971153304465005,-7.218289980802768e-06,-0.005290558208654739,-0.007329684527065925
1246,random2,0.1,0.013643720938547625,0.43178543385779006,-9.103419876127664e-05,-0.006672241331474142,-0.007329684527065925
1246,random2,1.0,0.13643720938547624,0.43219674478982856,-0.0009083071690529338,-0.006657327375310736,-0.007329684527065925
1246,random2,4.0,0.545748837541905,0.4323490043178508,-0.00362478381347453,-0.006641853475677267,-0.007329684527065925
1246,random3,0.01,0.0013643720938547625,0.39563599600441146,-8.056935449185607e-07,-0.0005905233246468957,-0.008232476284152124
1246,random3,0.1,0.013643720938547625,0.4105789278181214,-8.43569347372702e-06,-0.0006182839352785092,-0.008232476284152124
1246,random3,1.0,0.13643720938547624,0.4108249279010139,-4.686758861205853e-05,-0.00034351031381507863,-0.008232476284152124
1246,random3,4.0,0.545748837541905,0.4113993202539741,-0.00017396603639043625,-0.0003187657479473392,-0.008232476284152124
1246,random4,0.01,0.0013643720938547625,0.3758719028634481,4.929089119238742e-06,0.0036127161655092046,0.01708151174102597
1246,random4,0.1,0.013643720938547625,0.3679487444670737,5.472334507562374e-05,0.004010881292728129,0.01708151174102597
1246,random4,1.0,0.13643720938547624,0.36686613163792353,0.0005508892026712393,0.004037675683579919,0.01708151174102597
1246,random4,4.0,0.545748837541905,0.3666146128432095,0.00222961691735707,0.004085426782399459,0.01708151174102597
1246,random5,0.01,0.0013643720938547625,0.3190241281067894,-8.374613582625604e-06,-0.0061380715864429594,-0.0067311695458731275
1246,random5,0.1,0.013643720938547625,0.31381076502255445,-8.94169815758482e-05,-0.006553709356750201,-0.0067311695458731275
1246,random5,1.0,0.13643720938547624,0.3152680347882605,-0.0008529748053811531,-0.006251775518005812,-0.0067311695458731275
1246,random5,4.0,0.545748837541905,0.31552601748149883,-0.00340275917219919,-0.006235027796899176,-0.0067311695458731275
1246,random6,0.01,0.0013643720938547625,0.4253075330858603,6.091155279408248e-07,0.0004464438481879894,0.031717586375956695
1246,random6,0.1,0.013643720938547625,0.4074592916830307,3.499184378892128e-05,0.002564684806038415,0.031717586375956695
1246,random6,1.0,0.13643720938547624,0.4083065613185681,0.0003780003622221098,0.002770507868965165,0.031717586375956695
1246,random6,4.0,0.545748837541905,0.4083331779841864,0.001531876312617286,0.0028069254705460765,0.031717586375956695
1246,random7,0.01,0.0013643720938547625,0.35090920470018155,6.314687442938817e-06,0.00462827367356798,0.023067703397637453
1246,random7,0.1,0.013643720938547625,0.3352509060612425,1.626916385374584e-05,0.0011924286583567206,0.023067703397637453
1246,random7,1.0,0.13643720938547624,0.33670135132544593,0.00021457949029253114,0.0015727343827905435,0.023067703397637453
1246,random7,4.0,0.545748837541905,0.3369571112919592,0.0008708266736372204,0.001595654656012629,0.023067703397637453
1246,a_unit,0.01,0.0013643720938547625,0.44317802891951447,4.951907917735769e-05,0.03629440927470992,1.0000002816866518
1246,a_unit,0.1,0.013643720938547625,0.4330199928121513,0.0004888554455488666,0.03583006774696649,1.0000002816866518
1246,a_unit,1.0,0.13643720938547624,0.4346644875579165,0.004883012049710218,0.035789445355146755,1.0000002816866518
1246,a_unit,4.0,0.545748837541905,0.43503768965496364,0.01955760817546444,0.03583628004331337,1.0000002816866518
1246,oracle,0.01,0.0013643720938547625,0.44317802891951447,4.951907917735769e-05,0.03629440927470992,1.0000001408433152
1246,oracle,0.1,0.013643720938547625,0.43334381638549246,0.0004883598994622294,0.035793747296785104,1.0000001408433152
1246,oracle,1.0,0.13643720938547624,0.4345811960994629,0.004881550143631721,0.035778730491620295,1.0000001408433152
1246,oracle,4.0,0.545748837541905,0.43504382832842015,0.019560190341938545,0.03584101146241402,1.0000001408433152
1246,md_full,0.01,0.0013643720938547625,0.3694957967123158,5.646866190639349e-06,0.0041388021757944714,0.04666533466451871
1246,md_full,0.1,0.013643720938547625,0.35986646349445495,5.772276380758719e-05,0.00423072005559004,0.04666533466451871
1246,md_full,1.0,0.13643720938547624,0.36083487150846827,0.0005922997457267573,0.00434118924298233,0.04666533466451871
1246,md_full,4.0,0.545748837541905,0.36089911032596594,0.002374108116248764,0.004350184467532594,0.04666533466451871
1246,mean_diff_tgt_asis,0.01,0.0013643720938547625,0.4959879964270797,1.290048413389297e-05,0.009455253586611563,0.026936236197523056
1246,mean_diff_tgt_asis,0.1,0.013643720938547625,0.4761538052786249,0.00013574914147851071,0.009949568896193008,0.026936236197523056
1246,mean_diff_tgt_asis,1.0,0.13643720938547624,0.4763869885270631,0.001336478943870639,0.009795560535796971,0.026936236197523056
1246,mean_diff_tgt_asis,4.0,0.545748837541905,0.47663490113030116,0.005371625516869405,0.009842669644636573,0.026936236197523056
1246,probe_grad_tgt_asis,0.01,0.0013643720938547625,0.5470262978001695,1.8593580800222006e-06,0.0013627939829588228,-0.010029816130821193
1246,probe_grad_tgt_asis,0.1,0.013643720938547625,0.5464851595368846,-1.7454382253840315e-06,-0.00012792978053755426,-0.010029816130821193
1246,probe_grad_tgt_asis,1.0,0.13643720938547624,0.5486976990214287,-1.1026829901804205e-05,-8.081981412160145e-05,-0.010029816130821193
