arm,direction,scale,n,frac_true,frac_false,frac_incoherent,hardened
stmt,jtw_stmt,-9.589217223349856,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.584513953196941,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.5655415986819,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.361168409534997,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.344690471626954,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.339581698945809,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-9.27520691266859,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.205186907086198,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-9.188457119887126,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-9.131903953885827,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-8.954163747506708,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-8.769791176928901,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-8.752668142070595,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-8.737629283091929,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-8.735560453802192,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-8.587945821649917,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-8.562736884521964,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-8.539448750426338,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-8.392761598387725,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-8.37150464777459,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-8.159699757734742,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-8.103374293968658,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-7.912635087278079,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-7.853584286722253,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.653995345168671,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.4660833101243735,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.412005740859424,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.373919751776063,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.349201017242233,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.114340943781248,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-7.011376247640337,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.976558013238453,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-6.950335516052886,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.949994679775259,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.939973239493552,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.814753554462185,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-6.686301697018932,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-6.594182039385874,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.588897588371773,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.576096438034531,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.499753035704173,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-6.366406801729911,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.362475751743068,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.361493406025391,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.337278269099509,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.280492772299809,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-6.119714500658937,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.999530746806172,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.776736335924013,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.639863145962712,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.609909952078383,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.4302382724486025,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.325171043557589,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.2001046000697775,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.1391365490456025,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-5.076520282006862,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.96183047352399,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.886854266249497,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.602593453543099,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.384895588464451,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.269724375213169,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.218321957830948,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-4.033125648370513,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.9267921433611264,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.795601081204169,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.706002870429712,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.6869598758880313,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.5056881238201685,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.469986619746776,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.1832034008649557,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-3.181237875871534,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.9991125419374542,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5695682745228012,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5347319053911463,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.480915236761995,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4451728391850645,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.109160978915474,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.0618707932364173,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-2.0165628241852565,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-1.8978005406020846,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-1.8370376273329607,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-1.4995562709687271,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-1.2673659526955732,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-1.2225864195925322,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-1.0309353966182087,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-0.9185188136664804,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-0.399615798013143,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-0.1998078990065715,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,0.0,200,0.8400,0.0500,0.1100,0
stmt,jtw_stmt,0.1998078990065715,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,0.399615798013143,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,0.9185188136664804,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,1.0309353966182087,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,1.2225864195925322,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,1.2673659526955732,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,1.4995562709687271,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,1.8370376273329607,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,1.8978005406020846,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,2.0165628241852565,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,2.0618707932364173,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,2.109160978915474,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,2.4451728391850645,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,2.480915236761995,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,2.5347319053911463,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,2.5695682745228012,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,2.9991125419374542,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,3.181237875871534,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,3.1832034008649557,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,3.469986619746776,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,3.5056881238201685,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,3.6869598758880313,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,3.706002870429712,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,3.795601081204169,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,3.9267921433611264,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,4.033125648370513,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,4.218321957830948,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,4.269724375213169,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,4.384895588464451,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,4.602593453543099,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,4.886854266249497,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,4.96183047352399,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.076520282006862,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.1391365490456025,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.2001046000697775,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.325171043557589,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.4302382724486025,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.609909952078383,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.639863145962712,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.776736335924013,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,5.999530746806172,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.119714500658937,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.280492772299809,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.337278269099509,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.361493406025391,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.362475751743068,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.366406801729911,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.499753035704173,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,6.576096438034531,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.588897588371773,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.594182039385874,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.686301697018932,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,6.814753554462185,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,6.939973239493552,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,6.949994679775259,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.950335516052886,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,6.976558013238453,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.011376247640337,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.114340943781248,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,7.349201017242233,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.373919751776063,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.412005740859424,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,7.4660833101243735,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.653995345168671,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.853584286722253,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,7.912635087278079,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,8.103374293968658,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.159699757734742,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.37150464777459,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.392761598387725,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.539448750426338,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.562736884521964,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.587945821649917,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.735560453802192,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.737629283091929,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,8.752668142070595,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.769791176928901,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,8.954163747506708,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.131903953885827,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,9.188457119887126,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.205186907086198,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.27520691266859,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.339581698945809,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,9.344690471626954,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.361168409534997,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.5655415986819,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,9.584513953196941,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.589217223349856,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,9.63908575051844,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.683526363879409,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.751593279604824,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.773708532498993,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,9.899722999905826,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,9.982341001129566,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.036716310042134,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.044590559542515,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.074508131182755,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.153040564013724,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.16465667381957,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.203396064846098,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.238781192978998,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,10.29638073883468,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.306392760958074,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.400209200139555,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.41659767094022,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.606746114483718,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.650342087115177,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.720445033002017,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.84339210726802,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,10.856398521551272,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,10.860476544897205,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.061826947671968,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.095921483758678,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,11.163339994435521,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.206080036541152,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.219819904156767,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.279726291925424,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.553472671848025,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.60477346035406,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.656489660912117,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.832067411919649,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.914383758167913,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.92172915073261,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,11.999061493612343,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.009348612729383,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.093585005555674,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.151823080961469,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.239429001317873,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.263975847638081,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.319574208157983,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.389071085869777,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.409006101347408,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.427402357093817,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,12.432661874687183,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,12.560985544599617,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.569198644064729,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.616791345090123,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.674556538199019,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.722986812050783,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.762530280753287,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.79418568084561,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.856047800080697,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,12.999506071408346,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,13.003691399729913,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,13.152192876069062,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.156191718207715,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.177795176743546,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.188364078771748,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.372603394037863,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.420393876964447,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.542146146406251,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.62950710892437,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.640783754946906,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.89425025526639,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.899989359550519,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.900671032105771,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.910033382688486,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.92529711375394,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,13.953116026476906,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.126892456764988,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.166899500598873,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,14.228681887562496,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.255023571175379,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,14.261931203999264,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.34328458527337,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.421431824742328,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,14.63799474146049,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.674930332832817,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.698402034484467,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,14.932166620248747,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.05587927277683,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.085788848525215,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.131708175476314,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.282471815337686,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,15.307990690337341,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.421103864621903,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,15.615037670855596,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.76592942341562,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.768543456074656,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,15.825270174556158,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,15.880478086115716,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.962880277033017,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,15.969122436548083,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,16.07130766498213,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.103404691762208,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.206748587937316,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.268145389545968,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.318938589104395,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,16.319399515469485,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.46101703208695,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.466112208249474,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.615247254241876,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.621608624634337,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.648039133828732,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.69196718797279,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.723711757654144,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,16.74300929554918,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.78552319677545,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,16.966322552699317,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.060428715617505,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.107653814617045,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.12547376904393,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.128020751900024,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.175891643299835,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.309892250720488,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.377612227081237,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.471120907604384,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.475258566183857,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,17.50533628414119,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.575965155687577,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.740014984123256,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,17.908327495013417,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.080411358223504,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.193495657172484,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.263807907771653,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,18.37691423977425,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.53897889883737,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.55041382533718,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.579671281942357,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.679163397891617,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,18.68938094325391,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.722336819069994,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,18.890405833539635,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.07070643204689,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.1310831973638,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,19.169027906393882,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,19.17843444669971,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,19.27817150103688,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.367052727758818,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.50318655920965,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.596629339786556,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.710440297101695,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.799445999811653,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.96468200225913,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,19.97927278888587,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,20.07343262008427,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.08918111908503,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.14901626236551,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,20.25922157414424,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.32931334763914,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.406792129692196,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.470113788723985,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,20.477562385957995,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,20.47760600969856,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.59276147766936,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.612785521916148,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.769394799045187,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,20.83319534188044,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,21.09979436407465,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,21.213492228967436,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,21.440890066004034,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,21.53833918083993,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,21.574837379756993,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,21.68678421453604,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,21.712797043102544,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,21.72467573150494,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.123653895343935,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.191842967517356,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.326679988871042,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.412160073082305,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.43774239966975,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.44302956910482,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.606133197474904,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,22.835077269488252,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,23.050033271993545,1,1.0000,0.0000,0.0000,0
