direction,scale,n_yesno,k_flip,flip_rate,k_parse_gain,k_flip_true,base_parse_rate,mean_d_margin,sd_d_margin,wilcoxon_p_raw,n_judged,k_false,k_incoh,false_rate,incoh_rate
sup_grad,-0.01,24,0,0.0,0,0,0.0,0.0002746078875,0.00013707620212526447,1.1920928955078125e-07,32,1,5,0.03125,0.15625
sup_grad,0.01,24,0,0.0,0,0,0.0,-0.00024549895416666666,0.00013541089371379175,1.1920928955078125e-07,32,1,5,0.03125,0.15625
sup_grad,0.02,24,0,0.0,0,0,0.0,-0.0004637893875,0.00026940516347389307,1.1920928955078125e-07,32,1,6,0.03125,0.1875
sup_grad,0.04,24,0,0.0,0,0,0.0,-0.0008230789583333334,0.0005346563742700604,2.384185791015625e-07,32,1,6,0.03125,0.1875
sup_grad,0.08,24,0,0.0,0,0,0.0,-0.0012700299916666667,0.001063817176955919,6.556510925292969e-06,32,1,6,0.03125,0.1875
sup_grad,0.15,24,0,0.0,0,0,0.0,-0.0013851271666666665,0.0020395444887033767,0.00433504581451416,32,1,5,0.03125,0.15625
sup_grad,0.22,24,0,0.0,0,0,0.0,-0.0010758050416666666,0.003120673488920474,0.15998530387878418,32,0,5,0.0,0.15625
sup_grad,0.3,24,0,0.0,0,0,0.0,-0.0011489112125,0.0044359628859262324,0.40611207485198975,32,0,5,0.0,0.15625
sup_grad,0.4,24,0,0.0,0,0,0.0,-0.00457055225,0.006661814891995909,0.0039006471633911133,32,0,5,0.0,0.15625
sup_grad,0.52,24,0,0.0,0,0,0.0,-0.021848283333333333,0.01482863679964567,2.384185791015625e-07,32,0,5,0.0,0.15625
sup_grad,0.66,24,1,0.041666666666666664,1,0,0.0,-0.09519090000000001,0.032613681504973124,1.1920928955078125e-07,32,2,4,0.0625,0.125
sup_grad,0.82,24,23,0.9583333333333334,23,0,0.0,-0.27484708333333335,0.0521529841023058,1.1920928955078125e-07,32,5,6,0.15625,0.1875
sup_grad,1.0,24,24,1.0,24,0,0.0,-0.42408625,0.08686310962220459,1.1920928955078125e-07,32,8,6,0.25,0.1875
sup_mean_diff,-1.0,24,20,0.8333333333333334,20,0,0.0,-0.12702979583333332,0.015672351312741233,1.1920928955078125e-07,32,6,10,0.1875,0.3125
sup_mean_diff,-0.82,24,24,1.0,24,0,0.0,-0.17058279166666668,0.017957792517042426,1.1920928955078125e-07,32,4,9,0.125,0.28125
sup_mean_diff,-0.66,24,24,1.0,24,0,0.0,-0.16775333333333334,0.015910050686298263,1.1920928955078125e-07,32,4,6,0.125,0.1875
sup_mean_diff,-0.52,24,24,1.0,24,0,0.0,-0.12498277916666667,0.017401852750584503,1.1920928955078125e-07,32,2,4,0.0625,0.125
sup_mean_diff,-0.4,24,5,0.20833333333333334,5,0,0.0,-0.06476471666666667,0.015786331159242648,1.1920928955078125e-07,32,2,4,0.0625,0.125
sup_mean_diff,-0.3,24,0,0.0,0,0,0.0,-0.03194219166666667,0.011900199490067626,1.1920928955078125e-07,32,2,4,0.0625,0.125
sup_mean_diff,-0.22,24,0,0.0,0,0,0.0,-0.019731189166666666,0.008300916508393052,1.1920928955078125e-07,32,1,5,0.03125,0.15625
sup_mean_diff,-0.15,24,0,0.0,0,0,0.0,-0.012780227916666666,0.005483825101978251,1.1920928955078125e-07,32,1,4,0.03125,0.125
sup_mean_diff,-0.08,24,0,0.0,0,0,0.0,-0.006938212083333335,0.002930959051545177,1.1920928955078125e-07,32,0,5,0.0,0.15625
sup_mean_diff,-0.04,24,0,0.0,0,0,0.0,-0.003615375416666667,0.0015124130093474128,1.1920928955078125e-07,32,1,5,0.03125,0.15625
sup_mean_diff,-0.02,24,0,0.0,0,0,0.0,-0.0018623903333333334,0.0007756928312686815,1.1920928955078125e-07,32,1,5,0.03125,0.15625
sup_mean_diff,-0.01,24,0,0.0,0,0,0.0,-0.0009474776250000001,0.0003935916379007245,1.1920928955078125e-07,32,1,5,0.03125,0.15625
sup_mean_diff,0.01,24,0,0.0,0,0,0.0,0.0009854648749999999,0.00040713508901232115,1.1920928955078125e-07,32,1,6,0.03125,0.1875
sup_mean_diff,0.02,24,0,0.0,0,0,0.0,0.0020142355,0.0008293097336737343,1.1920928955078125e-07,32,1,6,0.03125,0.1875
sup_mean_diff,0.04,24,0,0.0,0,0,0.0,0.004225016666666667,0.0017240566710867834,1.1920928955078125e-07,32,2,7,0.0625,0.21875
sup_mean_diff,0.08,24,0,0.0,0,0,0.0,0.009408370833333332,0.003738609125441447,1.1920928955078125e-07,32,2,8,0.0625,0.25
sup_mean_diff,0.15,24,0,0.0,0,0,0.0,0.021440954166666665,0.007901572097510457,1.1920928955078125e-07,32,4,6,0.125,0.1875
sup_mean_diff,0.22,24,0,0.0,0,0,0.0,0.036226962499999994,0.01210088044226939,1.1920928955078125e-07,32,4,5,0.125,0.15625
sup_mean_diff,0.3,24,0,0.0,0,0,0.0,0.048913529166666664,0.01553744259624862,1.1920928955078125e-07,32,3,6,0.09375,0.1875
sup_mean_diff,0.4,24,0,0.0,0,0,0.0,0.03664013583333333,0.016691827618709992,1.1920928955078125e-07,32,0,4,0.0,0.125
sup_mean_diff,0.52,24,0,0.0,0,0,0.0,-0.021255925833333338,0.013238994993405528,5.960464477539062e-07,32,3,5,0.09375,0.15625
sup_mean_diff,0.66,24,0,0.0,0,0,0.0,-0.037286466666666664,0.014182381454854981,1.1920928955078125e-07,32,3,6,0.09375,0.1875
sup_mean_diff,0.82,24,0,0.0,0,0,0.0,-0.037623616666666665,0.014275688996657055,1.1920928955078125e-07,32,5,10,0.15625,0.3125
sup_mean_diff,1.0,24,0,0.0,0,0,0.0,-0.03761459166666667,0.014276189345410579,1.1920928955078125e-07,32,3,14,0.09375,0.4375
