stmt_index,label,direction,eps,eps_frac,rel_err
339,0,jtw_mean_diff_tgt,3.87839,0.08128,0.405092
339,0,jtw_mean_diff_tgt,6.30477,0.1321,0.538681
339,0,jtw_mean_diff_tgt,10.2491,0.2148,0.665678
339,0,jtw_mean_diff_tgt,16.6611,0.3492,0.771895
339,0,jtw_mean_diff_tgt,27.0845,0.5676,0.853691
339,0,jtw_mean_diff_tgt,44.0289,0.9227,0.914177
339,0,jtw_mean_diff_tgt,71.574,1.5,0.952689
339,0,mean_diff_src,2.3858,0.05,0.0623404
339,0,mean_diff_src,3.87839,0.08128,0.101183
339,0,mean_diff_src,6.30477,0.1321,0.163348
339,0,mean_diff_src,10.2491,0.2148,0.26017
339,0,mean_diff_src,16.6611,0.3492,0.400533
339,0,mean_diff_src,27.0845,0.5676,0.571166
339,0,mean_diff_src,44.0289,0.9227,0.714338
339,0,mean_diff_src,71.574,1.5,0.810645
339,0,dct_v_top,2.3858,0.05,0.0854158
339,0,dct_v_top,3.87839,0.08128,0.134265
339,0,dct_v_top,6.30477,0.1321,0.209308
339,0,dct_v_top,10.2491,0.2148,0.332967
339,0,dct_v_top,16.6611,0.3492,0.508601
339,0,dct_v_top,27.0845,0.5676,0.722576
339,0,dct_v_top,44.0289,0.9227,0.899028
339,0,dct_v_top,71.574,1.5,0.919623
339,0,random,2.3858,0.05,0.0323901
339,0,random,3.87839,0.08128,0.0525235
339,0,random,6.30477,0.1321,0.0849588
339,0,random,10.2491,0.2148,0.136807
339,0,random,16.6611,0.3492,0.218717
339,0,random,27.0845,0.5676,0.346711
339,0,random,44.0289,0.9227,0.547271
339,0,random,71.574,1.5,0.833912
462,1,jtw_mean_diff_tgt,2.3858,0.05,0.144002
462,1,jtw_mean_diff_tgt,3.87839,0.08128,0.219398
462,1,jtw_mean_diff_tgt,6.30477,0.1321,0.320828
462,1,jtw_mean_diff_tgt,10.2491,0.2148,0.442754
462,1,jtw_mean_diff_tgt,16.6611,0.3492,0.571872
462,1,jtw_mean_diff_tgt,27.0845,0.5676,0.693579
462,1,jtw_mean_diff_tgt,44.0289,0.9227,0.791947
462,1,jtw_mean_diff_tgt,71.574,1.5,0.861507
462,1,mean_diff_src,2.3858,0.05,0.0448559
462,1,mean_diff_src,3.87839,0.08128,0.0717018
462,1,mean_diff_src,6.30477,0.1321,0.113177
462,1,mean_diff_src,10.2491,0.2148,0.17477
462,1,mean_diff_src,16.6611,0.3492,0.259833
462,1,mean_diff_src,27.0845,0.5676,0.367448
462,1,mean_diff_src,44.0289,0.9227,0.511855
462,1,mean_diff_src,71.574,1.5,0.723133
462,1,dct_v_top,2.3858,0.05,0.0843808
462,1,dct_v_top,3.87839,0.08128,0.140285
462,1,dct_v_top,6.30477,0.1321,0.23441
462,1,dct_v_top,10.2491,0.2148,0.385455
462,1,dct_v_top,16.6611,0.3492,0.579943
462,1,dct_v_top,27.0845,0.5676,0.816649
462,1,dct_v_top,44.0289,0.9227,0.875884
462,1,dct_v_top,71.574,1.5,0.914984
462,1,random,2.3858,0.05,0.0454631
462,1,random,3.87839,0.08128,0.0742777
462,1,random,6.30477,0.1321,0.121623
462,1,random,10.2491,0.2148,0.199481
462,1,random,16.6611,0.3492,0.326599
462,1,random,27.0845,0.5676,0.52725
462,1,random,44.0289,0.9227,0.808691
462,1,random,71.574,1.5,1.08572
468,1,jtw_mean_diff_tgt,2.3858,0.05,0.240294
468,1,jtw_mean_diff_tgt,3.87839,0.08128,0.339577
468,1,jtw_mean_diff_tgt,6.30477,0.1321,0.453061
468,1,jtw_mean_diff_tgt,10.2491,0.2148,0.568155
468,1,jtw_mean_diff_tgt,16.6611,0.3492,0.673914
468,1,jtw_mean_diff_tgt,27.0845,0.5676,0.765187
468,1,jtw_mean_diff_tgt,44.0289,0.9227,0.839442
468,1,jtw_mean_diff_tgt,71.574,1.5,0.893377
468,1,mean_diff_src,2.3858,0.05,0.0362526
468,1,mean_diff_src,3.87839,0.08128,0.0574298
468,1,mean_diff_src,6.30477,0.1321,0.0897754
468,1,mean_diff_src,10.2491,0.2148,0.138124
468,1,mean_diff_src,16.6611,0.3492,0.210521
468,1,mean_diff_src,27.0845,0.5676,0.322823
468,1,mean_diff_src,44.0289,0.9227,0.491073
468,1,mean_diff_src,71.574,1.5,0.700081
