arm,direction,scale,n,frac_true,frac_false,frac_incoherent,hardened
stmt,jtw_stmt,-2.836142047692119,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.830265532990463,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.823091739535758,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.77945048873307,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.7683654116361818,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.762482707121651,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.755389463155895,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.730832573855073,1,0.0000,1.0000,0.0000,0
stmt,jtw_stmt,-2.713830644328513,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.7012683413108136,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.6847928881131327,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.683492599471491,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.661815178055871,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.6358599747878815,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.634109098582592,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.6287691296590223,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.622072898508192,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.616292710761824,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5815202196371643,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5774210906233086,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5745545134579833,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.571126503742267,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.561970404094305,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.55431896188018,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5491981339150827,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5377913023860343,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.5284747444254885,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5260102536286357,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.523388745783785,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.512062959728802,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.5029273300657735,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4941624833417095,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4934266188589382,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4868933866932186,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.480193813129442,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4651719304948085,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.457566267907053,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.44092008593301,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.432789167287843,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4214586044794277,1,1.0000,0.0000,0.0000,0
stmt,jtw_stmt,-2.4131732385627873,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.404570325929801,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.396709714661599,1,0.0000,0.0000,1.0000,0
stmt,jtw_stmt,-2.395612467423918,1,1.0000,0.0000,0.0000,0
