direction,eps,frac_reachable
rand_7,15.9672,1
rand_7,16.5813,1
rand_7,17.1954,1
rand_7,17.8095,1
rand_7,18.4237,1
rand_7,19.0378,1
rand_7,19.6519,1
rand_7,20.266,1
rand_7,20.8801,1
rand_7,21.4943,1
rand_7,22.1084,1
rand_7,22.7225,1
rand_7,23.3366,1
rand_7,23.9507,1
rand_7,24.5649,1
rand_7,25.179,1
rand_7,25.7931,1
rand_7,26.4072,1
rand_7,27.0214,1
rand_7,27.6355,1
rand_7,28.2496,1
rand_7,28.8637,1
rand_7,29.4778,1
rand_7,30.092,1
rand_7,30.7061,1
rand_7,31.3202,1
rand_7,31.9343,1
rand_7,32.5485,1
rand_7,33.1626,1
rand_7,33.7767,1
rand_7,34.3908,1
rand_7,35.0049,1
rand_7,35.6191,1
rand_7,36.2332,1
rand_7,36.8473,1
rand_8,0,0.0163934
rand_8,0.614122,0.0163934
rand_8,1.22824,0.0245902
rand_8,1.84237,0.0245902
rand_8,2.45649,0.0368852
rand_8,3.07061,0.0696721
rand_8,3.68473,0.125
rand_8,4.29885,0.172131
rand_8,4.91297,0.237705
rand_8,5.5271,0.313525
rand_8,6.14122,0.372951
rand_8,6.75534,0.465164
rand_8,7.36946,0.518443
rand_8,7.98358,0.598361
rand_8,8.5977,0.661885
rand_8,9.21183,0.706967
rand_8,9.82595,0.766393
rand_8,10.4401,0.805328
rand_8,11.0542,0.85041
rand_8,11.6683,0.877049
rand_8,12.2824,0.905738
rand_8,12.8966,0.938525
rand_8,13.5107,0.94877
rand_8,14.1248,0.956967
rand_8,14.7389,0.965164
rand_8,15.353,0.981557
rand_8,15.9672,0.989754
rand_8,16.5813,0.989754
rand_8,17.1954,1
rand_8,17.8095,1
rand_8,18.4237,1
rand_8,19.0378,1
rand_8,19.6519,1
rand_8,20.266,1
rand_8,20.8801,1
rand_8,21.4943,1
rand_8,22.1084,1
rand_8,22.7225,1
rand_8,23.3366,1
rand_8,23.9507,1
rand_8,24.5649,1
rand_8,25.179,1
rand_8,25.7931,1
rand_8,26.4072,1
rand_8,27.0214,1
rand_8,27.6355,1
rand_8,28.2496,1
rand_8,28.8637,1
rand_8,29.4778,1
rand_8,30.092,1
rand_8,30.7061,1
rand_8,31.3202,1
rand_8,31.9343,1
rand_8,32.5485,1
rand_8,33.1626,1
rand_8,33.7767,1
rand_8,34.3908,1
rand_8,35.0049,1
rand_8,35.6191,1
rand_8,36.2332,1
rand_8,36.8473,1
rand_9,0,0.0368852
rand_9,0.614122,0.0655738
rand_9,1.22824,0.102459
rand_9,1.84237,0.118852
rand_9,2.45649,0.17418
rand_9,3.07061,0.221311
rand_9,3.68473,0.297131
rand_9,4.29885,0.377049
rand_9,4.91297,0.45082
rand_9,5.5271,0.54918
rand_9,6.14122,0.631148
rand_9,6.75534,0.696721
rand_9,7.36946,0.77459
rand_9,7.98358,0.82582
rand_9,8.5977,0.862705
rand_9,9.21183,0.897541
rand_9,9.82595,0.942623
rand_9,10.4401,0.961066
rand_9,11.0542,0.973361
rand_9,11.6683,0.985656
rand_9,12.2824,0.991803
rand_9,12.8966,0.997951
rand_9,13.5107,0.997951
rand_9,14.1248,0.997951
rand_9,14.7389,0.997951
rand_9,15.353,0.997951
rand_9,15.9672,1
rand_9,16.5813,1
rand_9,17.1954,1
rand_9,17.8095,1
rand_9,18.4237,1
rand_9,19.0378,1
rand_9,19.6519,1
rand_9,20.266,1
rand_9,20.8801,1
rand_9,21.4943,1
rand_9,22.1084,1
rand_9,22.7225,1
rand_9,23.3366,1
rand_9,23.9507,1
rand_9,24.5649,1
rand_9,25.179,1
rand_9,25.7931,1
rand_9,26.4072,1
rand_9,27.0214,1
rand_9,27.6355,1
rand_9,28.2496,1
rand_9,28.8637,1
rand_9,29.4778,1
rand_9,30.092,1
rand_9,30.7061,1
rand_9,31.3202,1
rand_9,31.9343,1
rand_9,32.5485,1
rand_9,33.1626,1
rand_9,33.7767,1
rand_9,34.3908,1
rand_9,35.0049,1
rand_9,35.6191,1
rand_9,36.2332,1
rand_9,36.8473,1
rand_11,0,0.00409836
rand_11,0.614122,0.0102459
rand_11,1.22824,0.0204918
rand_11,1.84237,0.0327869
rand_11,2.45649,0.0491803
rand_11,3.07061,0.0840164
rand_11,3.68473,0.120902
rand_11,4.29885,0.168033
rand_11,4.91297,0.239754
rand_11,5.5271,0.293033
rand_11,6.14122,0.358607
rand_11,6.75534,0.42418
rand_11,7.36946,0.502049
rand_11,7.98358,0.569672
rand_11,8.5977,0.643443
rand_11,9.21183,0.721311
rand_11,9.82595,0.784836
rand_11,10.4401,0.844262
rand_11,11.0542,0.89959
rand_11,11.6683,0.922131
rand_11,12.2824,0.940574
rand_11,12.8966,0.956967
rand_11,13.5107,0.969262
rand_11,14.1248,0.973361
rand_11,14.7389,0.989754
rand_11,15.353,0.997951
rand_11,15.9672,0.997951
rand_11,16.5813,0.997951
rand_11,17.1954,1
rand_11,17.8095,1
rand_11,18.4237,1
rand_11,19.0378,1
rand_11,19.6519,1
rand_11,20.266,1
rand_11,20.8801,1
rand_11,21.4943,1
rand_11,22.1084,1
rand_11,22.7225,1
rand_11,23.3366,1
rand_11,23.9507,1
rand_11,24.5649,1
rand_11,25.179,1
rand_11,25.7931,1
rand_11,26.4072,1
rand_11,27.0214,1
rand_11,27.6355,1
rand_11,28.2496,1
rand_11,28.8637,1
rand_11,29.4778,1
rand_11,30.092,1
rand_11,30.7061,1
rand_11,31.3202,1
rand_11,31.9343,1
rand_11,32.5485,1
rand_11,33.1626,1
rand_11,33.7767,1
rand_11,34.3908,1
rand_11,35.0049,1
rand_11,35.6191,1
rand_11,36.2332,1
rand_11,36.8473,1
rand_12,0,0.0594262
rand_12,0.614122,0.0922131
rand_12,1.22824,0.116803
rand_12,1.84237,0.139344
rand_12,2.45649,0.178279
rand_12,3.07061,0.213115
rand_12,3.68473,0.272541
rand_12,4.29885,0.340164
rand_12,4.91297,0.393443
rand_12,5.5271,0.459016
rand_12,6.14122,0.510246
